time_sec,cos_sim_adjacent
1172.171000,0.607601
1173.172000,0.977801
1174.173000,0.694515
1175.174000,0.959573
1176.175000,0.619713
1177.176000,0.961821
1178.177000,0.739491
1179.178000,0.959505
1180.179000,0.932646
1181.180000,0.949899
1182.181000,0.597684
1183.182000,0.984599
1184.183000,0.603093
1185.184000,0.950700
1186.185000,0.831140
1187.186000,0.652948
1188.187000,0.663198
1189.188000,0.938035
1190.189000,0.637944
1191.190000,0.994264
1192.191000,0.992086
1193.192000,0.613311
1194.193000,0.940232
1195.194000,0.940436
1196.195000,0.953596
1197.196000,0.606261
1198.197000,0.694168
1199.198000,0.732616
1200.199000,0.869758
1201.200000,0.764789
1202.201000,0.879255
1203.202000,0.899480
1204.203000,0.604541
1205.204000,0.969933
1206.205000,0.649954
1207.206000,0.991879
1208.207000,0.721450
1209.208000,0.725120
1210.209000,0.979432
1211.210000,0.965848
1212.211000,0.969347
1213.212000,0.981858
1214.213000,0.971561
1215.214000,0.755133
1216.215000,0.938207
1217.216000,0.920989
1218.217000,0.892914
1219.218000,0.891881
1220.219000,0.894180
1221.220000,0.715028
1222.221000,0.963820
1223.222000,0.958682
1224.223000,0.642202
1225.224000,0.641160
1226.225000,0.946872
1227.226000,0.742612
1228.227000,0.813822
1229.228000,0.832947
1230.229000,0.768513
1231.230000,0.954529
1232.231000,0.734246
1233.232000,0.928314
1234.233000,0.754553
1235.234000,0.646907
1236.235000,0.850105
1237.236000,0.672179
1238.237000,0.974946
1239.238000,0.986434
1240.239000,0.697994
1241.240000,0.944499
1242.241000,0.703469
1243.242000,0.846160
1244.243000,0.904423
1245.244000,0.562314
1246.245000,0.590423
1247.246000,0.923227
1248.247000,0.885692
1249.248000,0.935330
1250.249000,0.945893
1251.250000,0.762645
1252.251000,0.609309
1253.252000,0.662026
1254.253000,0.900530
1255.254000,0.856520
1256.255000,0.887329
1257.256000,0.697157
1258.257000,0.981922
1259.258000,0.775747
1260.259000,0.929847
1261.260000,0.776974
1262.261000,0.901971
1263.262000,0.855245
1264.263000,0.900289
1265.264000,0.655131
1266.265000,0.970171
1267.266000,0.745653
1268.267000,0.928955
1269.268000,0.934855
1270.269000,0.796801
1271.270000,0.838560
1272.271000,0.832789
1273.272000,0.672152
1274.273000,0.970565
1275.274000,0.688296
1276.275000,0.940115
1277.276000,0.910968
1278.277000,0.691651
1279.278000,0.917110
1280.279000,0.748776
1281.280000,0.819513
1282.281000,0.927752
1283.282000,0.886809
1284.283000,0.872901
1285.284000,0.927446
1286.285000,0.566061
1287.286000,0.538972
1288.287000,0.927860
1289.288000,0.886472
1290.289000,0.911153
1291.290000,0.803749
1292.291000,0.917643
1293.292000,0.871410
1294.293000,0.691377
1295.294000,0.687759
1296.295000,0.904519
1297.296000,0.799614
1298.297000,0.761149
1299.298000,0.713577
1300.299000,0.582958
1301.300000,0.954231
1302.301000,0.975246
1303.302000,0.777089
1304.303000,0.895400
1305.304000,0.874444
1306.305000,0.901630
1307.306000,0.687798
1308.307000,0.966874
1309.308000,0.790517
1310.309000,0.859860
1311.310000,0.646383
1312.311000,0.978877
1313.312000,0.695103
1314.313000,0.923695
1315.314000,0.762072
1316.315000,0.712032
1317.316000,0.971440
1318.317000,0.649538
1319.318000,0.756698
1320.319000,0.946491
1321.320000,0.878811
1322.321000,0.752067
1323.322000,0.901996
1324.323000,0.813181
1325.324000,0.937632
1326.325000,0.719697
1327.326000,0.932345
1328.327000,0.618824
1329.328000,0.746441
1330.329000,0.753642
1331.330000,0.915597
1332.331000,0.666411
1333.332000,0.670762
1334.333000,0.914838
1335.334000,0.787898
1336.335000,0.900764
1337.336000,0.737206
1338.337000,0.805238
1339.338000,0.987170
1340.339000,0.949737
1341.340000,0.630785
1342.341000,0.941555
1343.342000,0.945592
1344.343000,0.687737
1345.344000,0.708701
1346.345000,0.959047
1347.346000,0.669287
1348.347000,0.945271
1349.348000,0.906701
1350.349000,0.939420
1351.350000,0.888904
1352.351000,0.590996
1353.352000,0.950064
1354.353000,0.780442
1355.354000,0.564424
1356.355000,0.923725
1357.356000,0.592031
1358.357000,0.952850
1359.358000,0.727012
1360.359000,0.857782
1361.360000,0.785947
1362.361000,0.932018
1363.362000,0.914208
1364.363000,0.757728
1365.364000,0.913192
1366.365000,0.913592
1367.366000,0.821073
1368.367000,0.931192
1369.368000,0.956381
1370.369000,0.814645
1371.370000,0.930622
1372.371000,0.611267
1373.372000,0.574733
1374.373000,0.788998
1375.374000,0.764819
1376.375000,0.612368
1377.376000,0.933377
1378.377000,0.516251
1379.378000,0.877155
1380.379000,0.665243
1381.380000,0.585734
1382.381000,0.858768
1383.382000,0.635720
1384.383000,0.743508
1385.384000,0.924129
1386.385000,0.696842
1387.386000,0.866473
1388.387000,0.635198
1389.388000,0.670951
1390.389000,0.894206
1391.390000,0.742728
1392.391000,0.740464
1393.392000,0.919790
1394.393000,0.719220
1395.394000,0.851200
1396.395000,0.773096
1397.396000,0.917840
1398.397000,0.908103
1399.398000,0.885448
1400.399000,0.958051
1401.400000,0.822108
1402.401000,0.943044
1403.402000,0.799587
1404.403000,0.965543
1405.404000,0.945850
1406.405000,0.907359
1407.406000,0.930249
1408.407000,0.671982
1409.408000,0.686270
1410.409000,0.765382
1411.410000,0.644886
1412.411000,0.859003
1413.412000,0.677451
1414.413000,0.973941
1415.414000,0.684650
1416.415000,0.856755
1417.416000,0.637953
1418.417000,0.890357
1419.418000,0.849833
1420.419000,0.731023
1421.420000,0.822201
1422.421000,0.683085
1423.422000,0.939950
1424.423000,0.717972
1425.424000,0.955357
1426.425000,0.665217
1427.426000,0.642173
1428.427000,0.586832
1429.428000,0.962692
1430.429000,0.973748
1431.430000,0.790553
1432.431000,0.819091
1433.432000,0.951914
